Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,jueves,En proceso de resolución de revisión,15/04/2021 12:39,30/05/2021 12:39,abril,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.860.245,-60.286.648,10648,
2021,jueves,Finalizado,15/04/2021 13:33,04/01/2022 09:05,abril,Control de plagas / fumigación: mosquitos (dengue),1,SI,SOFIA MARTINEZ,Control de plagas / fumigación: mosquitos (dengue),Zoonosis - Dir. de Bromatologia,264,-36.893.902,-60.323.048,10649,
2021,viernes,Finalizado,16/04/2021 09:27,22/04/2021 08:45,abril,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,6,-36.895.927,-60.300.201,10650,
2021,viernes,Cancelado,16/04/2021 12:08,18/04/2021 20:04,abril,"Parques, plazas y espacios públicos",1,SI,JULIO FERRARO,Semáforo: dañado,Vialidad,2,-36.886.616,-60.329.536,10651,
2021,sábado,Cancelado,17/04/2021 14:00,18/04/2021 20:06,abril,Higiene y control urbano,1,SI,GUSTAVO SPALTRO,Circulación de vehículos: ruidos molestos,Tránsito,1,-36.907.185,-60.330.986,10652,
2021,lunes,Finalizado,19/04/2021 09:43,21/04/2021 07:18,abril,Agua: arrojo indiscriminado a la via pública,1,NO,GUSTAVO SPALTRO,Agua: arrojo indiscriminado a la via pública,Control ambiental - Dir. de Control Urbano,2,-36.932.457,-60.158.558,10653,
2021,lunes,Finalizado,19/04/2021 12:02,05/05/2021 08:49,abril,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,16,-36.893.883,-60.290.207,10654,
2021,lunes,Finalizado,19/04/2021 12:24,28/04/2021 12:30,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.882.416,-60.326.733,10655,
2021,lunes,Finalizado,19/04/2021 13:17,28/04/2021 08:06,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.893.204,-60.300.537,10656,
2021,martes,Finalizado,20/04/2021 12:13,23/04/2021 06:59,abril,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,3,-36.895.645,-60.321.548,10657,
2021,martes,Finalizado,20/04/2021 13:45,24/06/2021 08:58,abril,Sugerencia o propuesta,1,NO,VANINA CABRERA,Sugerencia o propuesta,Hospitales y centros periféricos de salud,65,-36.884.972,-60.312.088,10658,
2021,martes,En proceso de resolución de revisión,20/04/2021 14:06,25/04/2021 20:06,abril,Higiene y control urbano,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,5,-36.892.586,-60.305.618,10659,
2021,miércoles,Finalizado,21/04/2021 09:41,22/04/2021 07:38,abril,Agua: arrojo indiscriminado a la via pública,1,NO,GUSTAVO SPALTRO,Agua: arrojo indiscriminado a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.936.371,-60.154.484,10660,
2021,miércoles,Finalizado,21/04/2021 13:19,23/04/2021 07:49,abril,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,2,-36.907.928,-60.321.701,10661,
2021,jueves,En proceso de resolución de revisión,22/04/2021 09:07,07/05/2021 09:07,abril,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.904.358,-60.316.803,10662,
2021,jueves,En proceso de resolución de revisión,22/04/2021 10:07,07/05/2021 10:07,abril,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.893.211,-60.303.082,10663,
2021,jueves,Finalizado,22/04/2021 10:42,22/04/2021 12:34,abril,Recolección de residuos domiliciarios: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,0,-36.890.427,-60.326.538,10664,
2021,viernes,Finalizado,23/04/2021 09:25,03/05/2021 08:55,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,10,-36.885.429,-60.334.335,10665,
2021,viernes,En proceso de resolución de revisión,23/04/2021 11:32,23/05/2021 11:32,abril,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.924.072,-6.029.166,10666,
2021,viernes,Finalizado,23/04/2021 17:34,17/12/2021 11:09,abril,Cloacas: pedido de ampliación de red,1,NO,JULIO FERRARO,Cloacas: pedido de ampliación de red,Obras públicas - Pedidos de obra,238,-36.983.418,-60.283.558,10667,
2021,viernes,En proceso de resolución de revisión,23/04/2021 19:55,02/05/2021 18:24,abril,Obras públicas,1,SI,GASTON GARCIA,Sugerencia o propuesta,Obras particulares,9,-36.884.315,-6.031.559,10668,
2021,lunes,Finalizado,26/04/2021 09:05,03/05/2021 12:49,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,7,-36.885.448,-6.032.954,10669,
2021,lunes,Finalizado,26/04/2021 09:15,06/05/2021 12:42,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,10,-36.880.383,-60.328.991,10670,
2021,lunes,En proceso de resolución de revisión,26/04/2021 10:05,26/05/2021 10:05,abril,Vialidad,1,NO,GUSTAVO SPALTRO,Señalización vial: solicitar nueva,Vialidad - Dir. de Control Urbano,30,-36.876.263,-60.330.547,10671,
2021,martes,En proceso de resolución de revisión,27/04/2021 09:57,04/05/2021 09:57,abril,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de recorrido habitual,Transporte Público - Sec. de Gobierno,7,-36.968.502,-60.260.582,10672,
2021,martes,En proceso de resolución de revisión,27/04/2021 10:48,12/05/2021 10:48,abril,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.886.475,-60.304.806,10673,
2021,martes,Finalizado,27/04/2021 10:56,06/05/2021 08:13,abril,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,9,-3.689.238,-60.332.352,10674,
2021,martes,Finalizado,27/04/2021 11:30,12/05/2021 08:26,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,15,-36.885.822,-60.315.548,10675,
2021,martes,Finalizado,27/04/2021 13:29,06/05/2021 12:30,abril,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.897.091,-60.326.218,10676,
2021,martes,En proceso de resolución de revisión,27/04/2021 13:42,25/08/2021 13:42,abril,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.889.938,-60.338.631,10677,
2021,martes,Finalizado,27/04/2021 20:09,24/01/2022 12:04,abril,Animales domésticos: denunciar mordeduras,1,SI,SOFIA MARTINEZ,Animales domésticos: denunciar mordeduras,Veterinaria - Dir. de Bromatologia,272,-36.907.345,-6.034.454,10678,
2021,miércoles,Finalizado,28/04/2021 09:37,14/05/2021 08:04,abril,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,16,-36.895.947,-60.328.236,10679,
2021,miercoles,En proceso de resolución de revisión,28/04/2021 10:12,13/05/2021 10:12,abril,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.952.141,-60.255.047,10680,
2021,miércoles,Finalizado,28/04/2021 12:17,02/06/2021 12:30,abril,Estacionamiento: vehículos abandonados,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos abandonados,Tránsito,35,-36.895.145,-60.344.528,10681,
2021,jueves,En proceso de resolución de revisión,29/04/2021 09:28,06/05/2021 09:28,abril,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de recorrido habitual,Transporte Público - Sec. de Gobierno,7,-36.881.985,-60.180.416,10682,
2021,jueves,Finalizado,29/04/2021 11:00,14/05/2021 08:01,abril,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,15,-36.882.416,-60.326.733,10683,
2021,jueves,Finalizado,29/04/2021 12:20,02/02/2022 11:54,abril,Plantas: pedido de forestación,1,SI,FEDERICO VIDAL,Plantas: pedido de forestación,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",279,-36.899.956,-60.321.335,10684,
2021,jueves,Finalizado,29/04/2021 12:49,04/05/2021 12:38,abril,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,5,-36.881.626,-60.337.345,10685,
2021,viernes,En proceso de resolución de revisión,30/04/2021 10:20,28/08/2021 10:20,abril,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.876.591,-60.313.118,10686,
2021,domingo,Cancelado,02/05/2021 22:21,03/05/2021 10:15,mayo,Transporte público,1,NO,MODERADORES,Otra situación no contemplada,Otros servicios no contemplados,0,-36.894.512,-60.328.426,10687,
2021,lunes,Finalizado,03/05/2021 09:59,03/05/2021 12:07,mayo,Semáforo: dañado,1,SI,JULIO FERRARO,Semáforo: dañado,Vialidad - Dir. de Control Urbano,0,-3.692.403,-60.315.163,10688,
2021,lunes,Finalizado,03/05/2021 10:00,04/05/2021 12:40,mayo,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.879.711,-60.180.115,10689,
2021,lunes,Finalizado,03/05/2021 10:40,24/01/2022 12:05,mayo,Animales domésticos: denunciar mordeduras,1,SI,SOFIA MARTINEZ,Animales domésticos: denunciar mordeduras,Veterinaria - Dir. de Bromatologia,266,-3.698.127,-60.283.386,10690,
2021,lunes,Finalizado,03/05/2021 10:58,03/05/2021 12:28,mayo,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,0,-36.864.044,-60.159.531,10691,
2021,lunes,Finalizado,03/05/2021 13:29,17/06/2021 09:02,mayo,Residuos sólidos industria/taller: arrojo a vía pública,1,SI,EMILIA DíAZ,Residuos sólidos industria/taller: arrojo a vía pública,Control ambiental - Dir. de Desarrollo Sustentable,45,-36.907.589,-60.320.744,10692,
2021,martes,Finalizado,04/05/2021 10:06,12/05/2021 08:22,mayo,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,8,-36.877.316,-60.325.966,10693,
2021,martes,Finalizado,04/05/2021 11:26,15/06/2021 06:57,mayo,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,42,-36.921.215,-60.305.355,10694,
2021,martes,En proceso de resolución de revisión,04/05/2021 14:54,11/05/2021 20:25,mayo,Obras públicas,1,SI,GASTON GARCIA,Otra situación no contemplada,Obras particulares,7,-36.926.311,-60.312.355,10695,
2021,miércoles,En proceso de resolución de revisión,05/05/2021 22:26,13/05/2021 10:03,mayo,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.897.205,-60.318.462,10696,
2021,viernes,En proceso de resolución de revisión,07/05/2021 10:28,22/05/2021 10:28,mayo,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.887.714,-60.316.166,10697,
2021,viernes,Finalizado,07/05/2021 10:38,05/07/2021 08:16,mayo,Cloacas: rotura de caño,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,59,-3.688.607,-60.310.963,10698,
2021,sábado,Cancelado,08/05/2021 12:41,09/05/2021 14:02,mayo,Otros servicios no contemplados,1,NO,MODERADORES,No tengo claro el servicio destino de mi situación,Otros servicios no contemplados,1,-36.893.719,-60.323.349,10699,
2021,lunes,Finalizado,10/05/2021 09:14,12/05/2021 13:14,mayo,Sugerencia,1,NO,EMILIA DíAZ,Sugerencia,GIRO,2,-36.891.769,-6.031.319,10700,
2021,lunes,Finalizado,10/05/2021 11:46,11/05/2021 08:17,mayo,Semáforo: dañado,1,SI,JULIO FERRARO,Semáforo: dañado,Vialidad - Dir. de Control Urbano,1,-36.911.949,-60.330.067,10701,
2021,lunes,Finalizado,10/05/2021 13:13,02/02/2022 11:54,febrero,Veredas y caminos: limpieza deficiente,1,NO,FEDERICO VIDAL,Veredas y caminos: limpieza deficiente,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",268,-36.902.847,-60.339.622,10702,
2021,lunes,Finalizado,10/05/2021 13:20,22/06/2021 11:07,mayo,Malezas o basura acumulada: en espacio privado (baldío abierto),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,43,-36.913.975,-6.032.608,10703,
2021,martes,Finalizado,11/05/2021 08:36,04/01/2022 08:58,mayo,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,238,-36.936.687,-60.156.166,10704,
2021,martes,Finalizado,11/05/2021 09:06,02/08/2021 08:14,mayo,Reductor de velocidad: solicitar nuevo,1,SI,JULIO FERRARO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,83,-36.921.989,-60.299.179,10705,
2021,miércoles,Finalizado,12/05/2021 09:20,10/08/2021 12:42,mayo,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,90,-36.880.653,-60.305.759,10706,
2021,miércoles,Finalizado,12/05/2021 10:47,12/05/2021 12:30,mayo,Reductor de velocidad: dañado,1,SI,JULIO FERRARO,Reductor de velocidad: dañado,Vialidad - Dir. de Control Urbano,0,-36.921.749,-60.298.851,10707,
2021,miércoles,Cancelado,12/05/2021 11:45,12/05/2021 12:04,mayo,Tránsito,1,SI,JULIO FERRARO,Reductor de velocidad: dañado,Vialidad,0,-36.924.072,-6.029.166,10708,
2021,jueves,En proceso de resolución de revisión,13/05/2021 08:58,20/05/2021 10:54,mayo,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de recorrido habitual,Transporte Público - Sec. de Gobierno,7,-36.984.604,-60.283.058,10709,
2021,jueves,En proceso de resolución de revisión,13/05/2021 11:41,27/06/2021 11:41,mayo,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.903.702,-60.296.932,10710,
2021,jueves,Finalizado,13/05/2021 12:18,24/01/2022 12:05,mayo,Animales domésticos: crianza inadecuada,1,SI,ANDRES CASTRO,Animales domésticos: crianza inadecuada,Veterinaria - Dir. de Bromatologia,256,-36.910.633,-60.325.062,10711,
2021,viernes,Finalizado,14/05/2021 11:48,02/02/2022 11:54,mayo,Arbolado: pedido de extracción en via pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de extracción en via pública,Árboles en la vía pública,264,-36.921.806,-60.322.205,10712,
2021,viernes,En proceso de resolución de revisión,14/05/2021 16:00,01/06/2021 08:04,mayo,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,18,-36.879.013,-6.032.048,10714,
2021,viernes,Cancelado,14/05/2021 17:16,17/05/2021 08:14,mayo,Higiene y control urbano,1,SI,GASTON GARCIA,Sugerencia o propuesta,Obras particulares,3,-36.893.089,-60.321.781,10713,
2021,domingo,Cancelado,16/05/2021 17:13,17/05/2021 08:07,mayo,Control ambiental,1,SI,EMILIA DíAZ,Otra situación no contemplada,"Parques, plazas y espacios públicos",1,-36.908.112,-60.340.466,10715,
2021,lunes,En proceso de resolución de revisión,17/05/2021 08:38,16/06/2021 08:38,mayo,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.874.443,-60.332.741,10716,
2021,lunes,En proceso de resolución de revisión,17/05/2021 08:54,16/06/2021 08:54,mayo,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.871.651,-60.322.968,10717,
2021,lunes,Finalizado,17/05/2021 13:45,18/05/2021 11:00,mayo,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.888.515,-60.339.272,10718,
2021,lunes,Finalizado,17/05/2021 14:05,18/08/2021 12:47,mayo,Arbolado: pedido de poda en vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,93,-36.897.079,-60.320.091,10719,
2021,lunes,Finalizado,17/05/2021 16:25,05/07/2021 08:17,mayo,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,49,-36.846.577,-60.222.366,10720,
2021,martes,En proceso de resolución de revisión,18/05/2021 09:07,25/05/2021 09:32,mayo,Transporte público,1,NO,HILARIO GALLI,Exceso de pasajeros,Transporte Público - Sec. de Gobierno,7,-36.895.218,-60.314.423,10721,
2021,martes,Finalizado,18/05/2021 10:46,20/05/2021 07:37,mayo,Cestos públicos: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Cestos públicos: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,2,-36.878.025,-60.324.844,10722,
2021,martes,Finalizado,18/05/2021 11:20,19/05/2021 11:29,mayo,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,1,-36.900.063,-60.311.905,10723,
